,_unit_id,airline_sentiment,text
818,681449380,neutral,USER-MENTION an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status and make the transition easier.
819,681449382,negative,USER-MENTION delay den-cle because they have to manually enter baggage tags? really? worst cust service day for this 1ker. friendlyskies??
820,681449383,negative,"USER-MENTION why tell us flight is delayed, then tell us it's on time again with 20 min to spare? don't say it's delayed unless you're sure!"
821,681449385,negative,"USER-MENTION yes in lusaka, zambia. my guess is the bags never made the plane at iad."
822,681449387,neutral,USER-MENTION where is my flight voucher?
823,681449388,negative,"USER-MENTION late flight to denver, late flight to newark let's not even get into the disaster that was checking bags. unacceptable."
824,681449390,negative,USER-MENTION has once again let me down. don't think i've ever flown with them and not had problems. worst airline period.
825,681449392,negative,USER-MENTION yes i filed a claim &amp; hope to receive by luggage by 2am. ridiculous as i had to purchase items to go to sleep &amp; no reimbursement.
826,681449394,negative,USER-MENTION ua938 ord-lhr. bags are being loaded 30min late flight. frigid air into cabin! plane feels like falling apart! upgrade long haul fleet!
827,681449396,negative,"USER-MENTION flight attendant never served me my beverage (tea), and not once checked up on me. what gives? ua6076 notcool"
828,681449398,negative,USER-MENTION load balancing system apparently down systemwide - major impact on all united airlines flights. was this a cyberattack?
829,681449400,negative,USER-MENTION after our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big pb&amp;j sandwich.
830,681449402,negative,USER-MENTION USER-MENTION spent hundreds to rectify the situation and you guys go quiet
831,681449403,negative,USER-MENTION ua276 sitting at ewr nearly an hour after sked. pilot says computers down but no clue when we will leave. can you help?
832,681449405,negative,USER-MENTION USER-MENTION so that's it? it just ends there? come on! i traveled for literally an extra day and a half because of this!
833,681449407,positive,USER-MENTION made the upgrade list. will fly 1st tomorrow (for 40 min) for the first time ever! statusmatchpaidoff URL
834,681449408,positive,"USER-MENTION not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in dia"
835,681449410,positive,USER-MENTION thanks for the reminder. it's been a fun ride. URL
836,681449411,negative,USER-MENTION i received my luggage that also looked to be left in the snow when i arrived. i'm asking for all 50 people to be refunded.
837,681449413,negative,USER-MENTION updated a320 aircraft has wifi and device entertainment but no outlets. i don't get it. how can i charge devices?
838,681449415,negative,USER-MENTION was no one between the scan and inside the plane. i just asked the people in line around me where the plane was going
839,681449416,negative,"USER-MENTION 5 gate changes, two delays. even the crew thinks the airline sucks"
840,681449419,negative,USER-MENTION i'm very frustrated and have wasted 2 days now due to your equipment failures.
841,681449421,negative,USER-MENTION computers are down but you stopped giving updates and took my flight info off the app. that's just ridiculous keep people updated!
842,681449422,negative,"USER-MENTION soooo, it's been 15 days and you've offered no response. so i assume poor treatment by gate agents is the norm now?"
843,681449424,positive,USER-MENTION terrific. many thanks. looking forward to being back on ua tomorrow. had a great flight up to vancouver.
844,681449425,negative,USER-MENTION calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. nothing investigated my time wasted (2/2)
845,681449427,negative,"USER-MENTION it's taken ~3 weeks for cust care to respond to case 8477733, requesting a refund for wi-fi not working. where can i get an update?"
846,681449429,positive,USER-MENTION i appreciate your efforts getting me home!
847,681449430,negative,USER-MENTION that's correct i've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2)
848,681449432,negative,USER-MENTION today was not your finest. all could have been prevented by one gate agent advising 200 passengers.
849,681449434,negative,USER-MENTION what is the real deal with the delay on flight ua 1032 from denver to vegas?
850,681449436,negative,USER-MENTION ua63 from madrid arrived no agent mass confusion we sent to and fro by 3 ua employees. maryjo was rude and unhelpful.
851,681449437,negative,USER-MENTION system failure again = bad trend. software projects are like flying an airplane; there's no such thing as an emergency takeoff.
852,681449439,negative,USER-MENTION lots of reports of system failures delaying flights over the last week. currently sitting on the tarmac at ogg for over an hour.
853,681449440,neutral,"USER-MENTION rebooting chicago dispatch system, need USER-MENTION as i'm tired of sitting on planes"
854,681449442,positive,"USER-MENTION despite shaky connections, looks like i'll get home tonight. great job, USER-MENTION - was touch and go for a while"
855,681449443,negative,"USER-MENTION URL however, is completely under your control the price was and still is displayed on URL"
856,681449444,neutral,USER-MENTION the aircraft closest to gate was for the other flight and the one closest to our gate was going to chicago.
857,681449446,negative,USER-MENTION can you tell me how to file a claim for clothing that had to be purchased?
858,681449447,negative,USER-MENTION comically on the return flight from ase there were two united flights boarding at adjacent gates and not clear which plane to board
859,681449449,negative,USER-MENTION grk13575m is the file reference
860,681449451,negative,USER-MENTION we would how do i contact you to discuss? a few poor experiences with customer service but would give it a shot!
861,681449453,negative,"USER-MENTION ua 746. pacific rim and date night cut out. not constantly or randomly, but one spot, repeatably."
862,681449455,negative,USER-MENTION been trying since 1230 to file a report.
863,681449456,negative,USER-MENTION i send an email about my bad experience and you send back a generic response. yet another reason why i'll never fly with you again.
864,681449458,neutral,USER-MENTION my mom left her kindle on flight 1544 today. burgundy case with a light. seat 27d. did anyone find it?
865,681449460,negative,USER-MENTION here is the ticket # 0162424965446 please refund my unnecessary upgrade fee
866,681449461,negative,"USER-MENTION is horrible!! they lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat"
867,681449463,positive,USER-MENTION thank you.
868,681449465,neutral,decisions decisions USER-MENTION USER-MENTION we'd love for you to try our service. we offer status match too. URL ^kp
869,681449466,neutral,need more info on that! USER-MENTION USER-MENTION we have great amenity kits. pj's not included. we status match aa. ^kp
870,681449469,negative,"USER-MENTION i don't care that a USER-MENTION link showed me a ""wrong"" price on your site it's your site &amp; responsibility to ensure correctness."
871,681449470,neutral,USER-MENTION do you have any flights with lie flat seating from stl to pdx around the date of march 5?
872,681449472,negative,"USER-MENTION he needs to get to home the 24th, they're telling him it'll be the 25th @ night. is there compensation or anything that can be done?"
873,681449474,negative,USER-MENTION USER-MENTION the baggage fee is waived for premier members. please see URL ^jp what's the point of membership?
874,681449475,negative,USER-MENTION wonderful bag claim people - finally have my bag. but why did i catch earlier flight? original flight just landed. wastedtime
875,681449477,negative,USER-MENTION dmed you. thank you
876,681449478,positive,USER-MENTION thanks we'll be in touch!
877,681449480,positive,USER-MENTION thanks to karen salisbury at iah for amazing customer service! found my daughter's bag lost on ua1516. made her day!
878,681449482,negative,"USER-MENTION 3 days late flightr and my bag has not left iad, united is not helping at all. everyone tells me a different story"
879,681449483,neutral,"USER-MENTION USER-MENTION hi, when do direct flights from houston to reno begin? don't see any days in march?"
880,681449485,neutral,USER-MENTION like continental's chicken feat fairs
881,681449487,neutral,USER-MENTION can you assist with current flight status for flt# 1016 out of dfw tomorrow at 6:55am?
882,681449488,positive,USER-MENTION i left my comment with customer care. thanks for contacting me.
883,681449490,negative,USER-MENTION how do you lose a gate checked bag den to ord? direct flight. ugh.
884,681449492,negative,"USER-MENTION caught earlier flight to ord. gate checked bag, and you've lost it at o'hare. original flight lands in 20minutes. frustrating!"
885,681449493,positive,yes!! thanks so much!!! USER-MENTION USER-MENTION we see you spoke with our reservations team and they've reinstated the flight. thanks. ^ey
886,681449495,positive,"USER-MENTION captain ""on behalf of the front office, welcome on board."" never heard that before. i laughed hard. funnycaptain"
887,681449497,negative,USER-MENTION can you please follow for a dm on a missing bag?
888,681449499,neutral,"USER-MENTION to be clear on my luggage comment, i am referencing the photo attached. flight 6232 to jac URL"
889,681449501,positive,USER-MENTION these are great fares!!!!!
890,681449503,negative,USER-MENTION i left an item on the plane and have been calling non stop and no one has been answering can you please help
891,681449504,positive,USER-MENTION awesome i'll book my next christmas vacatinn this december any other ways you want to devalue mileage plus.
892,681449506,negative,USER-MENTION what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on saturday?
893,681449508,positive,USER-MENTION thank u! secured room for the night thx to very helpful customer service rep n. dorns i thanked her can u 2? goodenoughmother
894,681449509,negative,USER-MENTION where's my damn bag??
895,681449511,negative,USER-MENTION well someone should tell that to the employees at the denver baggage claim. still no bag!!!!
896,681449513,neutral,USER-MENTION greetings. ua club member here. any idea if i can use the air canada lounge at yvr. flying ua tomorrow.
897,681449514,neutral,USER-MENTION how is mexico not international from the us?
898,681449516,negative,USER-MENTION diverted and missed our connecting flight. was just told that my bag is on it's way to msy. if you only had people that cared
899,681449518,negative,USER-MENTION male agnt in las threatens canadian cust when cust takes pic of him at gate after agents announce can't help rebook. friendlyskies?
900,681449520,negative,USER-MENTION USER-MENTION we just want to go home tonight - why did you cancelled flight the last leg of our reserv. w/out our permission??! ph6rps
901,681449522,negative,USER-MENTION stressed and rude agents. overwhelmed by delyd flight las-den 1657. yelling at several people. not pretty. this is friendlyskies??
902,681449523,negative,USER-MENTION landed in boston at 9 last night. the 15 hours of traveling was rough tho.
903,681449525,negative,USER-MENTION fail you cancelled flightled our flight frm gjt and then used our reserv home to iah (from sea) for reflight booking problems w/out our permission!! ph6rps
904,681449527,neutral,just sent thank u USER-MENTION USER-MENTION please dm your confirmation number if reflight booking problems is needed. thank you. ^ey
905,681449528,negative,USER-MENTION has made my no fly list. other airlines wait when connector late flight. stuck in iah.
906,681449530,neutral,USER-MENTION so what s the deal? do u provide voucher for overnight or am i cozy on the floor at ohare ? gross helpmeplease anyonethere
907,681449531,negative,"USER-MENTION also, the mere fact that i have to go online to issue a statement vice calling and talking to some directly is one good example."
908,681449533,positive,USER-MENTION thank you. i flew into newark from vail/eagle.
909,681449535,negative,USER-MENTION i have a weekend of dealing with your company that would say otherwise.
910,681449536,negative,USER-MENTION now what?!? URL flight was gone when i got off plane! businesstravel goodenoughmother
911,681449538,negative,"USER-MENTION the proper response: sorry for your wait, what flight # were you on so we can look into the issue. that's how USER-MENTION would handle."
912,681449540,negative,USER-MENTION your customer service is terrible! stood inline 3 hours no flights and 4 hours late flightr still no bag disgutedindenver
913,681449541,neutral,USER-MENTION please upload the march on-demand entertainment listing on your website!
914,681449543,negative,USER-MENTION so you are inadequate by accident?
915,681449545,positive,USER-MENTION USER-MENTION USER-MENTION @ denver international airport URL
916,681449546,positive,USER-MENTION thank you for responding so quickly with a helpful tool! USER-MENTION
917,681449548,negative,USER-MENTION boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. URL
918,681449550,negative,USER-MENTION agent in las letting 20 customers know they can't help them rebook delayed flight to den unfriendlyskies URL
919,681449551,negative,USER-MENTION empathizes w/ my disappointment that 1stclass flight w/nonworking entertainmnt is worth $50. unfriendlyskies URL
920,681449553,negative,USER-MENTION and when that doesn't work
921,681449555,neutral,"USER-MENTION did you have seen my message today?? about a mcdonnell douglas dc 10 model?? i will hear it if you read it, goodnight now"
922,681449556,negative,USER-MENTION searched for mileage tickets to bom couldn't find a single one is saver awards - i see how you play. earn miles but can't use them.
923,681449558,negative,"USER-MENTION flight arrives 30 minutes early, but then have we to wait for an hour for our bags."
924,681449560,negative,USER-MENTION that's not the issue. the fact that no one even called (despite promises) to confirm the bag's location is.
925,681449561,neutral,USER-MENTION what's a girl gotta do to get a flight name change when she bought one for a mean ex boyfriend and needs a girl's trip stat?!
926,681449563,neutral,USER-MENTION thank you. we are signed up for notifications. we shall watch and wait!
927,681449565,negative,USER-MENTION still waiting to hear back. my wallet was stolen from one of your planes so would appreciate a resolution here
928,681449566,neutral,USER-MENTION i would love if someone could get me back to austin tonight and i do not wish to wait til tomorrow morning.
929,681449568,negative,USER-MENTION or USER-MENTION has lost my baggage heard different things from different employees of USER-MENTION USER-MENTION has said nothing.
930,681449571,negative,"USER-MENTION cs thinks that miles can repair the damage done, it will be interesting if they travel in USER-MENTION and exp the worst flight ever!"
931,681449572,neutral,USER-MENTION i have a 0530 flight out of dfw on tuesday. how far in advance will you give notice if cancelled flightled?
932,681449574,negative,USER-MENTION i am signed up for notifications. this is the first trip i was not updated on. not sure why this happened.
933,681449576,positive,USER-MENTION thank you. took care of everything and made it right. that's the experience i'm used to. opened the app to find flight changed.
934,681449578,negative,USER-MENTION that is not in line with your responses here. and now i'm waiting until tomorrow morning because all the flights are overbooked.
935,681449579,negative,"USER-MENTION i took the exact same aircraft in to lax 3 days ago. it fit, no problem. the agent today told some nonsense about a policy change"
936,681449581,negative,USER-MENTION your helpful agents in club helped. i am just out baggage fees and a night of my life.stop doing business with USER-MENTION
937,681449583,negative,USER-MENTION never heard of this? URL
938,681449584,negative,"USER-MENTION doesn't charge ticket change fees. do they not incur the same mysterious ""costs"" that you incur, USER-MENTION"
939,681449586,negative,USER-MENTION exhausted &amp; frustrated! link to a fb post abt my travel issue URL
940,681449588,negative,USER-MENTION i was denied getting on the plane w/o getting the chance to prove it fits. i'm not a rookie. read my bio.
941,681449590,positive,USER-MENTION that's exactly the point. it fits. i'm premier access. boarding group 2. this was a return ticket. i've been doing this for 15 yrs
942,681449591,negative,USER-MENTION i've never experienced worst customer service. placing blame on codeshare partners and not assuming responsibility is unacceptable
943,681449592,negative,USER-MENTION currently on board so not now. check in was terrible. staff rude. expensive luggage thrown around etc.
944,681449593,negative,"USER-MENTION fucked up, then voided my ticket, and kept my money. not even an apology. i will never fly with your airline again. unitedairlines"
945,681449595,negative,USER-MENTION has the worst customer svcs! this kevin rep at call center must be investigated. my baggage's lost and there's no help but argument!
946,681449597,negative,USER-MENTION should not sell tickets for USER-MENTION on URL has terrible service and ua staff cannot reach silver
947,681449598,negative,"USER-MENTION just got demoted from gold cuz my hubby got 100% of the pqd, tho there were enuf $ spent for 4 golds. spousal.discrimination/angry."
948,681449600,positive,USER-MENTION thank you!
949,681449602,neutral,USER-MENTION when will direct flights from belfast intl to newark resume from their winter break? thanks.
950,681449603,positive,USER-MENTION my favorite way to travel! thank you! URL
951,681449605,neutral,"USER-MENTION yes, after this awful weather it appears i can get home"
952,681449607,negative,USER-MENTION yes lots. you have terrible customer service at newark and despite raising a complaint there we were ignored hence the tweet
953,681449608,negative,USER-MENTION lovely new plane from lga to ord but no power outlets?
954,681449610,negative,"USER-MENTION but if i tweet the id number, won't that reveal my home address to anyone on the web?"
955,681449612,negative,USER-MENTION i filed a delayed bag report on saturday! my flight was cancelled flightled and i never went anywhere!
956,681449613,neutral,USER-MENTION the person is currently bettween gates 71a and 73 in lax
957,681449615,negative,USER-MENTION i need it there before she lands so she can have the ewr baggage claim file to have it sent but the employee has not droppeditoffyet
958,681449617,negative,"USER-MENTION rarely ceases to amaze for the worse. i hope this is the last time i ""have"" to fly with you."
959,681449618,neutral,USER-MENTION thank you for the quick response but i cannot dm you until you follow me as well
960,681449621,negative,USER-MENTION icloud it is not there yet -- please help 917 703 1472
961,681449623,neutral,"USER-MENTION i need the phone number to baggage claim in lax, my mom left her phone and someone called saying they would put it there but on"
962,681449625,negative,USER-MENTION i did no response back
963,681449627,negative,USER-MENTION this is atrocious customer service.
964,681449629,neutral,USER-MENTION will not have to honor absurdly low mistake fares. URL v a USER-MENTION
965,681449630,negative,USER-MENTION albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay poorcustomerservice
966,681449632,negative,USER-MENTION you cancelled flighted our flights for no reason &amp; now we have been on the phone for an hour on our vacation. why?
967,681449634,negative,USER-MENTION USER-MENTION that's your response? shaking my head back and forth with a tsk. you can do better-from customer service to your apology
968,681449635,neutral,"USER-MENTION thanks! it's 35k miles from rtb to europe, to do a multiple destination so we could stop over in us on way/way back- mileage diff?"
969,681449637,negative,USER-MENTION of course i did. the bag should be here by now emo-neg frustrated
970,681449639,negative,USER-MENTION you are the worst. i will avoid you like the plague.
971,681449641,negative,USER-MENTION is the worst airline in the world.
972,681449642,negative,USER-MENTION someone needs to dm me and resolve this correctly. extremely disappointed with the service i received. terrible management.
973,681449644,negative,USER-MENTION premier gold desk changes flight. waives fees. gives me wrong flight. now jana acosta in salt lake refuses the same service. angry.
974,681449646,negative,"USER-MENTION i will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well alwaysdelayedonunited"
975,681449647,negative,USER-MENTION i will but right now i'm to angry
976,681449649,negative,USER-MENTION first time flying with united. also last time. terrible back to USER-MENTION for me. branson virginatlantic unitedairlines
977,681449651,negative,USER-MENTION i used to be a committed continentalairlines flyer until merger. i remember now why i switched to USER-MENTION communicationfail
978,681449652,negative,USER-MENTION the least you could do is offer me a ticket in coach instead of just cancelled flighting my reservation because of your glitch!!! notfair
979,681449654,negative,"USER-MENTION i'm saying i made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around"
980,681449656,negative,USER-MENTION i think dm would be better
981,681449657,negative,USER-MENTION gate announcement states delay due to maintenance yet app says late flight arriving aircraft tell the truth! USER-MENTION
982,681449659,negative,USER-MENTION you are easily the worst company i have ever experienced. you have lost someone's personal possessions &amp; you couldn't care less!
983,681449661,negative,USER-MENTION how can your app show arriving aircraft is early but departing flight is delayed due to late flight arriving aircraft? USER-MENTION
984,681449662,negative,USER-MENTION already did that at the airport and 12 hrs late flightr its still not here! you guys are really killing me today. trying to stay positive
985,681449664,negative,USER-MENTION once united's service levels reaches those of etihad or lets be more realistically lufthansa then ill consider it again
986,681449666,negative,USER-MENTION really? someone called in sick and then someone forgot to call a replacement?! now an hour late flight to take off. theworst
987,681449667,negative,USER-MENTION asked flight attendant what typical compensation would be &amp; says we might get free tv. unacceptable
988,681449668,neutral,USER-MENTION done
989,681449669,neutral,"USER-MENTION thank you, ^jh, appreciate the prompt responses--me and other passengers will be doing so."
990,681449672,negative,USER-MENTION has been such a disappointment today. simply put. rather unpleased with things currently. flight delayed; cant wait to just get home
991,681449674,negative,"USER-MENTION during the same round trip, my non-english speaking friend was stranded twice for 12+ hours each time! most staff members were rude."
992,681449675,negative,"USER-MENTION found a group of people who actually hates people more than isis, thats right united airlines."
993,681449677,negative,"USER-MENTION nope. walked up &amp; down the orf terminal, &amp; not a united agent to be found. showed up @ last minute to board us. many panicked people"
994,681449679,positive,USER-MENTION thank you
995,681449680,negative,USER-MENTION by the time i finally get to dallas i could have driven with less frustration and cheaper.
996,681449682,negative,"USER-MENTION i'm trying to get to my final destination, we need compensation. just about 2hrs of personal time wasted."
997,681449684,negative,USER-MENTION that guy really has no customer service clue.could have spent effort clearing bins for rollerboards instead of art projects in mine!
998,681449686,positive,USER-MENTION he has no priority and iove it
999,681449687,positive,USER-MENTION pleased to be a premier platinum
1000,681449690,negative,USER-MENTION how can you not put my bag on plane to seattle. flight 1212. waiting in line to talk to someone about my bag. status should matter.
1001,681449691,negative,"USER-MENTION USER-MENTION hahaha. if they weren't an american company, i would say this was great sarcasm!!"
1002,681449693,negative,USER-MENTION i think he actually did not like your screen USER-MENTION
1003,681449694,negative,USER-MENTION apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!
1004,681449696,negative,USER-MENTION it's a shame choosing united may be the difference between reuniting with aging friends and never seeing them again poorservice
1005,681449698,neutral,"USER-MENTION hi guys, do you have a general enquires email address please? thanks david."
1006,681449700,negative,USER-MENTION just checking in again - what is the status of our claim. it is going on 2 months with no attention to this? we are very upset.
1007,681449702,negative,USER-MENTION my flight was delayed due to maintenance in lit and caused me to miss my connection at iah to msy. can you help?
1008,681449704,negative,USER-MENTION unitedairlines pls fix aspenbaggagefail issues. had to pay my own way to aspen after flight cancelled flight. left us in the cold in den.
1009,681449705,negative,USER-MENTION read my bio. see who i work with. i have never encountered this with your airline before. disappointed is an understatement.
1010,681449707,negative,USER-MENTION does customer care have email or a phone rep that i can speak with? we had so many issues they can't be placed in 2000 characters?
1011,681449709,positive,thank you USER-MENTION USER-MENTION i can certainly take a look. please follow and dm me your confirmation number for assistance. ^jh
1012,681449710,negative,USER-MENTION in the process of recovering their car rental - condo rental $ in florida. they called united for an alternate flight noanswer
1013,681449712,neutral,"USER-MENTION i am buying 2 yo own seat on 3 legs of intl trip, car seat? required? if not- then allowed? can child still sit w/mom after takeoff?"
1014,681449714,positive,USER-MENTION thanks for listening! i definitely was not the only person in line who thought it was absurd.
1015,681449716,negative,USER-MENTION we've been waiting on tarmac for &gt;1hr because apparently ua1116 is overweight &amp; we returned to gate. wtf fb
1016,681449717,negative,"USER-MENTION thank you. mention that before i boarded she asked 1other person to measure their bag, and it was another woman. men not asked."
1017,681449719,negative,USER-MENTION can't leave the tarmac united's gate agent cannot agree on a head count. 20 min now counting a 100 people max epicfailunited
1018,681449721,negative,USER-MENTION that's real dedication &amp; concern. your apologies don't fix the issue nor any of the miserable issues i've had over the past 6 mos.
1019,681449722,negative,USER-MENTION blocked me from dm'ing them because they would rather i complain about them in a public forum
1020,681449725,positive,USER-MENTION ok. i just submitted. thanks for the opportunity to give feedback.
1021,681449727,positive,USER-MENTION big thanks to ms. winston for assisting me over the phone with a baggage claim issue today. she really went the extra mile!
1022,681449729,positive,"USER-MENTION i will, as soon as i am done with my article. thanks! ~tom"
1023,681449730,negative,USER-MENTION booked flights for 2 for $779. was charged $389.50 twice. means i can't redeem cc points properly. would have gone elsewhere.
1024,681449733,negative,USER-MENTION we've had a ton of problems with getting our bags and have been given the run around for a day. whats up with that?
1025,681449734,negative,USER-MENTION pedophile airline. split myself and my 10 yr old daughter rows apart on flight 1254 to boston
1026,681449736,negative,USER-MENTION have been waiting 2 days for my military bags from an airport 3 hours away from me. horrible.
1027,681449737,negative,"USER-MENTION arriving 25 minutes early is nice, but not if equipment isn't ready. waiting 30 minutes for luggage, so far. time gains wiped out."
1028,681449738,negative,USER-MENTION is doing musicians real dirty at lax. i've never been blocked from getting on a flight with my bass.
1029,681449739,negative,"USER-MENTION i'm rebooked now, but the line was 300 people deep."
1030,681449741,neutral,.USER-MENTION for those playing along at home: URL
1031,681449742,negative,"USER-MENTION USER-MENTION yes, they said it took more than an hour!"
1032,681449744,negative,USER-MENTION those whose pay to actually fly with you over 30k/ year deserve better service than a cc holder.
1033,681449746,positive,USER-MENTION ok thank again for your help!
1034,681449747,negative,USER-MENTION not a happy flyer. ua flight 1161 from sfo to cleveland. sunday 2/22. stay tuned for blog article from URL
1035,681449749,neutral,thanks USER-MENTION USER-MENTION had a question about the wait time for baggage on ua6366
1036,681449751,positive,USER-MENTION flight 1491 plane from sfo to den is basically on time.
1037,681449752,positive,USER-MENTION thanks. just a program comment; the system assigned seats behind each other even though pairs were available. i changed it back.
1038,681449754,negative,USER-MENTION 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. will strand many of us overnight at ord due to missed cnxns
1039,681449756,negative,"USER-MENTION heads up we didn't check 8 bags, 2 we checked arrived, those aren't claim s for our 2. other people's bags? URL"
1040,681449757,negative,USER-MENTION this must be a drone USER-MENTION USER-MENTION we understand your frustration. our bag team is working hard to get your bag(s) to you
1041,681449759,negative,"USER-MENTION change made in just over 3 hours. for something that should have taken seconds online, i am not thrilled. loved the agent, though."
1042,681449761,negative,USER-MENTION flight attendant doesn t understand not understanding english doesn t mean they are deaf. stop yelling english slowly to them.
1043,681449763,negative,"USER-MENTION not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i cancelled flighted."
1044,681449765,negative,USER-MENTION well that's big of you but i don't have terribly high expectations at this point.
1045,681449766,negative,USER-MENTION it's like you're trying to make me hate your airline. fee for each checked bag that's never mentioned in the ticket + rude agents
1046,681449768,negative,"USER-MENTION nice your app says us 4972 delayed by weather. pilot says waiting on fuel. one in ur control, one not"
1047,681449770,positive,USER-MENTION please than robin at ewr premiere desk for helping me get on a an earlier flight. she did the work. huge thanks.
1048,681449771,negative,"USER-MENTION ok thank you, do you provide complimentary hotel accommodations since i'll have to stay overnight?"
1049,681449773,negative,USER-MENTION i was originally trying to share details but the link jimmy samartzis vice president - customer experience sent me expired.
1050,681449775,negative,"USER-MENTION really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again. won't change our flight. can we go now?"
1051,681449777,positive,"USER-MENTION that would help! or how about integrate it into the app so i can just ""activate"" it and surf"
1052,681449779,negative,USER-MENTION i did. the ac went on for about 20 minutes before returning to the mojave desert. pressurecooker heattrap
1053,681449780,negative,USER-MENTION nope - still no one helped me. giving up on united. badservice
1054,681449782,neutral,"USER-MENTION 8602947, jon at URL thanks."
1055,681449784,negative,USER-MENTION when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.
1056,681449785,negative,USER-MENTION i'd thank you - but you didn't help. taking 6 hours to reply (so i get a message in the middle of the night) isn't actually helpful
1057,681449787,negative,USER-MENTION flight ua1270 is descending into farce and we haven't left ewr yet. is this going to get any worse?
1058,681449789,negative,"USER-MENTION i was told it was due to be on ua23 which flies direct to dublin, so why did it go to london? this is a complete shambles!"
1059,681449790,negative,USER-MENTION 45+ min at ewr baggage claim stillnobags ridiculous
1060,681449792,neutral,flight booking problems for a travel writers trip i am hosting and need to be happy when i land! do you have the cute pjs aa does? USER-MENTION
1061,681449794,neutral,but i don't see aa USER-MENTION
1062,681449795,neutral,USER-MENTION did you find out where it is? thanks
1063,681449797,negative,"USER-MENTION on a standby to denver, which has been delayed, and a confirmed to aspen, whose flights have been cancelled flighted all day. 0 confidence."
1064,681449799,negative,USER-MENTION yes at 2am but now back on a plane again and delayed again due to baggage loading issue URL
1065,681449800,negative,USER-MENTION at what pt do u just cancelled flight! finally got stndby 4 1pm flight. what a day! missedwork clientnothappy URL
1066,681449802,positive,USER-MENTION thank you for your kindness. your agents went above &amp; beyond to get my stranded family home.
1067,681449804,negative,USER-MENTION don't see a justifiable cost to get on an early flight with seats. no airline charges to conveniently get their passengers in early
1068,681449805,negative,USER-MENTION woke up to notification- flight moved 1.5 hrs early. barely made flight then 3 hrs layover in sfo - wanted to hop on earlier option
1069,681449807,negative,"USER-MENTION i will do delayed baggage claim when i land. hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints"
1070,681449809,negative,"USER-MENTION done. want me to send a screen shot of the second call, which is now at over 45 minutes?"
1071,681449810,positive,USER-MENTION look at this beauty dc 10 united airlines URL
1072,681449812,negative,USER-MENTION thanks! i'll fill up the form as soon as i land. i don't like being duped so i hope you will appreciate my feedback &amp; will be better
1073,681449813,negative,USER-MENTION this is the line in denver to rebook due to weather issues. do better. URL
1074,681449814,negative,"USER-MENTION the ones who suffer. i understand delays, i don't understand trying speed up a process that has been delays to this extent."
1075,681449816,negative,"USER-MENTION 2 cancelled flighted flights late flightr, agent claimed she put me on a new flight but then cancelled flighted it. coworker got on flight- now delayed. now?"
1076,681449818,negative,"USER-MENTION of urgency, but this is ridiculous. your ceo claims to be customer focused, yet when delays happen, planes sit and customers are"
1077,681449819,negative,USER-MENTION i wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit
1078,681449822,negative,"USER-MENTION flight was scheduled for 11:56, it's 1:05 and we haven't moved. i have never been on a flight where everyone moved without a sense"
1079,681449823,positive,USER-MENTION ok thx!
1080,681449826,neutral,USER-MENTION i can't dm you so here's the confirmation # g8cvwj - please is there any way i can make it to kailua tonight? thank you
1081,681449828,negative,USER-MENTION go to hell
1082,681449829,negative,"USER-MENTION since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? in 1b on ua246 - not impressed"
1083,681449831,neutral,USER-MENTION definitely will!
1084,681449833,negative,USER-MENTION would be helpful if you could refresh boarding time info on boarding passes for delayed flights
1085,681449834,negative,"USER-MENTION 18 flights so far this year. 13 delays including 2 cancelled flightations. late flightst reason, crew needed mandatory sleep. in mexico!"
1086,681449835,positive,USER-MENTION great to hear thankyou so much. greatly appreciate your replies. feel much more settled now.
1087,681449837,positive,USER-MENTION counter agents at rdu deserve a medal. thankyou
1088,681449839,negative,the saga of the USER-MENTION bag delay w/ USER-MENTION - will there be a reunion or will she be forced to go shopping? stay tuned.
1089,681449840,negative,USER-MENTION flight 211/ord gate agent tried to prevent me from taking onboard a bag i've used for 15 years! flight crew was more reasonable!
1090,681449842,positive,USER-MENTION thank you. literally called for preboarding as i ran up.
1091,681449844,negative,USER-MENTION why do you guys split up the charges to credit cards? making it unnecessarily more expensive for people to fly with you guys on pts
